transaction_id,customer_id,product_id,transaction_date,quantity
930,247,12,2021-03-01,4
931,559,99,2021-07-21,4
932,758,14,2022-08-04,4
933,127,22,2022-01-05,3
934,147,51,2022-06-17,4
935,118,23,2021-06-01,2
936,911,48,2021-04-12,3
937,382,71,2022-08-30,2
938,412,50,2022-03-22,3
939,664,89,2021-08-17,2
940,584,13,2021-05-05,1
941,363,85,2021-08-24,1
942,509,10,2021-06-11,1
943,137,55,2022-07-08,2
944,175,9,2021-12-19,3
945,289,79,2021-03-09,4
946,958,52,2021-06-22,4
947,481,2,2022-09-29,2
948,19,25,2022-11-13,2
949,195,13,2022-07-13,2
950,330,98,2021-09-18,2
951,936,51,2021-08-05,4
952,175,58,2021-05-04,3
953,449,34,2021-06-11,4
954,925,35,2021-07-20,2
955,946,3,2022-03-30,1
956,354,59,2022-02-06,4
957,499,70,2022-04-07,1
958,141,48,2021-10-02,1
959,758,64,2021-07-25,2
960,897,19,2021-02-09,4
961,930,67,2021-09-30,3
962,93,82,2022-12-01,4
963,944,73,2021-04-03,3
964,239,76,2021-02-11,3
965,205,5,2022-04-10,2
966,560,67,2022-01-14,3
967,433,11,2021-04-17,4
968,245,94,2021-11-24,4
969,832,68,2021-03-06,1
970,317,69,2021-12-31,3
971,925,1,2022-04-29,2
972,295,91,2022-10-09,2
973,640,92,2021-01-24,4
974,856,63,2022-06-24,3
975,282,29,2021-03-03,2
976,17,82,2022-05-06,3
977,71,12,2021-09-30,3
978,269,77,2021-08-17,1
979,325,41,2021-01-20,2
980,794,2,2021-01-03,1
981,305,37,2022-02-25,2
982,451,45,2022-12-31,3
983,7,80,2021-11-03,2
984,314,48,2022-03-08,4
985,817,24,2021-05-16,3
986,103,99,2022-05-30,2
987,821,22,2021-07-12,1
988,193,100,2022-08-08,1
989,753,11,2022-02-19,3
990,574,58,2021-04-28,1
991,529,46,2022-10-28,3
992,171,29,2021-07-28,3
993,537,35,2021-02-03,3
994,251,15,2022-10-11,2
995,765,60,2021-11-14,3
996,387,95,2021-04-30,1
997,207,42,2022-09-19,4
998,541,43,2022-06-09,2
999,629,80,2022-08-04,1
1000,416,74,2021-03-30,3
1001,794,49,2022-05-27,3
1002,380,64,2021-02-16,4
1003,144,32,2022-11-23,1
1004,25,64,2022-06-06,2
1005,822,2,2021-10-11,1
1006,668,24,2022-01-12,3
1007,73,87,2022-09-30,2
1008,632,66,2021-05-14,3
1009,824,38,2022-10-29,3
1010,833,31,2021-09-05,1
1011,93,26,2022-10-14,4
1012,505,29,2021-11-14,3
1013,598,67,2022-03-12,1
1014,336,78,2021-06-25,2
1015,425,25,2022-11-17,4
1016,499,48,2022-08-09,3
1017,364,65,2021-12-17,3
1018,947,53,2021-05-23,2
1019,630,67,2022-02-02,1
1020,745,90,2022-09-16,3
1021,199,18,2022-12-19,2
1022,718,9,2022-10-05,3
1023,413,38,2022-01-04,1
1024,339,87,2022-05-16,4
1025,659,21,2022-09-14,1
1026,962,65,2022-01-05,1
1027,937,21,2022-08-02,1
1028,429,27,2022-01-17,2
1029,783,70,2021-03-27,3
1030,899,44,2022-04-05,4
1031,139,100,2021-11-21,2
1032,693,28,2022-06-06,1
1033,942,45,2022-05-04,4
1034,542,17,2022-02-01,1
1035,57,40,2021-12-21,1
1036,232,3,2021-10-15,1
1037,658,76,2022-04-04,4
1038,435,76,2022-09-16,3
1039,384,66,2022-06-20,1
1040,560,46,2021-10-18,3
1041,194,86,2021-06-17,4
1042,736,87,2022-09-13,4
1043,648,30,2022-03-04,1
1044,534,69,2022-12-03,3
1045,518,9,2022-05-05,3
1046,716,85,2021-12-21,1
1047,751,11,2021-07-15,2
1048,185,69,2022-06-29,2
1049,872,99,2022-12-18,4
1050,292,91,2022-11-25,4
1051,335,66,2022-10-21,2
1052,732,88,2021-01-11,2
1053,116,31,2022-08-05,2
1054,825,33,2021-09-13,1
1055,49,39,2022-01-31,1
1056,685,94,2022-02-13,1
1057,82,46,2021-12-28,1
1058,834,37,2021-09-16,1
1059,333,92,2021-01-03,1
1060,557,60,2021-03-25,4
1061,335,31,2021-06-05,3
1062,532,11,2022-10-25,4
1063,960,87,2021-06-25,3
1064,221,2,2022-12-08,4
1065,635,27,2022-04-17,4
1066,746,99,2022-09-11,1
1067,733,2,2022-02-28,1
1068,323,21,2021-05-14,3
1069,851,58,2022-01-15,3
1070,3,5,2022-10-29,1
1071,694,52,2021-10-04,4
1072,206,45,2021-08-24,3
1073,832,85,2021-01-13,2
1074,40,93,2021-12-08,2
1075,59,20,2021-02-04,2
1076,951,61,2022-07-13,3
1077,574,38,2021-08-02,1
1078,644,20,2022-02-16,1
1079,507,25,2022-02-09,1
1080,572,2,2022-05-09,3
1081,884,32,2022-10-20,3
1082,843,26,2021-06-08,2
1083,122,70,2022-09-29,3
1084,479,41,2021-04-20,2
1085,619,67,2022-07-03,2
1086,96,97,2022-06-10,1
1087,859,1,2021-12-13,3
1088,414,51,2022-09-28,1
1089,235,5,2021-10-06,1
1090,898,13,2022-04-24,3
1091,62,19,2021-04-21,3
1092,256,12,2022-09-28,4
1093,561,48,2022-03-07,2
1094,905,25,2022-06-26,4
1095,348,57,2021-04-25,2
1096,671,35,2021-03-31,2
1097,124,76,2021-07-31,2
1098,482,94,2022-07-04,1
1099,317,5,2022-08-18,1
1100,504,98,2022-06-23,3
1101,719,22,2022-12-30,2
1102,48,77,2021-12-26,2
1103,409,57,2022-05-01,2
1104,932,47,2022-01-07,1
1105,136,54,2021-08-03,3
1106,201,3,2021-01-15,1
1107,250,53,2021-09-16,4
1108,314,84,2022-04-08,4
1109,869,31,2021-04-30,4
1110,368,69,2021-05-08,3
1111,429,88,2022-12-24,4
1112,830,33,2022-06-07,3
1113,807,72,2022-11-19,1
1114,480,88,2022-10-07,1
1115,314,50,2021-11-21,3
1116,500,84,2021-11-16,1
1117,721,16,2022-05-21,1
1118,355,76,2022-06-10,3
1119,485,77,2021-02-19,4
1120,211,39,2022-08-07,3
1121,704,89,2021-03-10,2
1122,44,46,2022-01-26,1
1123,541,96,2022-01-18,3
1124,571,88,2021-01-16,1
1125,583,47,2022-03-15,4
1126,92,44,2022-07-22,1
1127,265,9,2022-09-09,3
1128,895,87,2021-05-12,4
1129,220,50,2022-07-14,4
1130,902,77,2021-09-05,4
1131,925,60,2021-09-30,2
1132,442,96,2022-09-15,3
1133,401,15,2021-12-15,3
1134,400,36,2022-04-29,4
1135,727,63,2022-07-04,1
1136,991,69,2021-12-23,4
1137,899,86,2021-11-14,2
1138,789,80,2022-09-25,4
1139,576,41,2021-02-17,3
1140,858,74,2021-01-10,4
1141,804,24,2021-08-21,1
1142,490,82,2021-02-05,3
1143,485,49,2022-02-17,1
1144,757,18,2022-04-07,4
1145,470,7,2021-01-04,3
1146,574,4,2021-02-13,2
1147,938,90,2022-07-22,3
1148,844,69,2022-07-08,1
1149,682,60,2021-09-12,3
1150,445,55,2021-04-24,2
1151,269,16,2022-02-01,2
1152,267,99,2021-06-23,2
1153,54,90,2021-09-12,2
1154,528,82,2022-04-11,1
1155,520,29,2021-10-04,3
1156,616,23,2022-04-09,4
1157,59,14,2022-05-17,2
1158,825,79,2022-03-17,4
1159,40,49,2021-03-10,4
1160,237,33,2022-05-24,3
1161,955,25,2021-11-22,4
1162,386,21,2021-03-08,4
1163,606,17,2021-10-31,1
1164,734,23,2022-04-29,4
1165,716,57,2022-07-02,3
1166,650,81,2022-02-21,4
1167,300,58,2021-06-08,3
1168,395,14,2021-05-29,2
1169,207,93,2021-01-27,4
1170,336,20,2022-08-07,4
1171,593,30,2021-09-05,4
1172,730,19,2021-04-11,2
1173,514,53,2022-12-03,1
1174,178,56,2021-04-06,4
1175,396,77,2022-01-19,3
1176,371,82,2021-10-09,1
1177,858,23,2021-11-18,1
1178,791,62,2022-01-31,1
1179,658,33,2021-10-05,4
1180,318,18,2022-06-13,2
1181,736,73,2021-09-20,2
1182,369,33,2022-09-11,4
1183,384,32,2022-08-03,3
1184,62,61,2022-10-02,3
1185,806,54,2021-10-20,3
1186,505,17,2021-10-21,4
1187,239,19,2022-08-31,2
1188,195,91,2022-01-30,4
1189,678,70,2022-05-28,2
1190,963,99,2021-06-29,1
1191,222,34,2022-11-24,4
1192,61,84,2021-08-23,2
1193,129,25,2021-12-03,1
1194,990,68,2021-01-08,1
1195,685,74,2022-03-19,4
1196,992,74,2022-06-23,2
1197,156,88,2022-10-20,1
1198,917,85,2021-04-01,4
1199,378,11,2021-09-29,1
1200,622,91,2021-01-05,3
1201,781,16,2022-08-17,4
1202,923,90,2021-08-07,1
1203,868,61,2021-04-28,4
1204,903,94,2022-08-16,4
1205,790,80,2022-08-05,2
1206,586,7,2021-04-25,2
1207,999,16,2021-09-20,1
1208,437,99,2021-11-02,4
1209,975,16,2022-10-16,4
1210,207,40,2022-02-26,3
1211,388,12,2021-07-26,4
1212,480,35,2022-09-15,2
1213,791,21,2021-10-30,4
1214,887,50,2021-04-22,2
1215,838,43,2022-02-21,3
1216,984,100,2022-07-09,1
1217,340,17,2021-10-12,2
1218,869,32,2022-10-02,1
1219,340,41,2021-07-04,1
1220,204,6,2021-08-09,1
1221,161,88,2022-03-20,1
1222,540,27,2021-04-27,2
1223,392,20,2021-03-11,3
1224,769,25,2021-03-11,4
1225,677,66,2022-09-14,2
1226,575,9,2022-03-03,3
1227,534,92,2022-10-06,4
1228,70,53,2022-07-22,1
1229,893,61,2022-03-19,4
1230,405,38,2022-08-24,4
1231,608,3,2021-05-17,3
1232,675,84,2022-05-19,4
1233,591,70,2021-05-11,1
1234,517,97,2021-08-06,2
1235,828,55,2022-11-19,2
1236,120,1,2021-06-20,3
1237,814,70,2022-04-20,1
1238,690,45,2022-09-04,1
1239,688,98,2021-05-09,4
1240,902,47,2021-02-26,3
1241,217,79,2021-06-30,1
1242,56,26,2021-09-03,1
1243,366,14,2021-05-24,1
1244,699,54,2021-02-20,2
1245,504,71,2022-01-03,2
1246,744,46,2022-04-04,2
1247,767,31,2021-08-06,4
1248,925,88,2022-09-08,4
1249,455,59,2022-07-21,4
1250,104,95,2021-09-14,1
1251,77,29,2021-06-05,2
1252,230,96,2022-07-19,1
1253,914,17,2022-03-18,1
1254,258,14,2022-11-30,3
1255,264,36,2022-10-24,1
1256,331,58,2022-12-24,4
1257,993,24,2021-01-25,2
1258,182,63,2022-10-26,2
1259,893,91,2022-06-20,1
1260,768,25,2021-03-01,4
1261,550,59,2022-04-12,4
1262,688,32,2022-03-10,4
1263,27,82,2021-03-07,2
1264,276,18,2022-07-19,4
1265,652,37,2021-04-16,4
1266,299,26,2021-04-06,1
1267,957,9,2022-11-19,3
1268,799,99,2022-07-05,4
1269,91,64,2021-06-17,1
1270,480,72,2021-02-11,1
1271,573,20,2021-04-14,4
1272,458,54,2021-07-23,3
1273,451,86,2022-06-04,2
1274,365,83,2021-10-09,3
1275,859,30,2021-02-12,4
1276,675,53,2021-04-20,3
1277,351,92,2021-07-29,1
1278,655,99,2021-02-18,1
1279,400,63,2021-04-25,3
1280,253,11,2021-06-04,2
1281,781,31,2022-10-11,3
1282,881,49,2022-05-18,4
1283,803,100,2022-11-10,2
1284,459,94,2022-12-12,3
1285,699,87,2021-03-12,3
1286,917,19,2022-06-03,2
1287,499,12,2022-12-13,3
1288,950,15,2021-12-02,4
1289,971,31,2021-03-08,1
1290,926,43,2022-05-08,4
1291,508,37,2022-10-12,3
1292,304,79,2021-08-01,1
1293,501,29,2021-06-30,2
1294,803,26,2022-09-05,4
1295,598,2,2022-08-22,2
1296,166,84,2022-11-28,1
1297,415,15,2022-08-26,3
1298,462,4,2021-09-05,1
1299,920,86,2021-08-02,1
1300,114,50,2021-12-25,2
1301,433,38,2021-09-06,4
1302,992,23,2022-09-30,1
1303,356,59,2022-05-31,3
1304,928,90,2021-03-29,1
1305,695,75,2022-10-25,2
1306,207,28,2021-06-25,4
1307,768,66,2022-12-24,3
1308,235,8,2022-03-02,2
1309,442,29,2022-08-26,1
1310,355,11,2022-12-04,1
1311,515,18,2021-03-22,4
1312,208,55,2021-05-18,2
1313,709,50,2022-03-09,2
1314,853,14,2022-04-15,4
1315,125,74,2021-12-16,3
1316,138,99,2021-05-06,2
1317,339,9,2021-11-05,4
1318,537,99,2021-08-18,2
1319,68,11,2022-04-05,4
1320,573,63,2021-12-11,1
1321,541,76,2021-11-06,1
1322,383,67,2021-01-20,2
1323,19,53,2022-07-15,2
1324,683,39,2022-10-09,1
1325,450,78,2022-06-25,3
1326,74,56,2022-07-14,4
1327,573,28,2022-04-22,3
1328,939,75,2021-09-26,3
1329,665,39,2021-01-03,3
1330,276,25,2021-01-16,1
1331,48,21,2022-08-29,2
1332,211,10,2021-12-24,3
1333,855,43,2022-10-08,1
1334,920,15,2021-05-13,4
1335,651,83,2021-11-08,2
1336,622,48,2022-04-27,4
1337,994,86,2022-06-28,3
1338,695,21,2021-11-01,2
1339,540,60,2021-09-26,3
1340,709,96,2022-02-18,2
1341,191,50,2021-01-25,3
1342,315,23,2021-11-12,4
1343,901,13,2022-07-25,4
1344,563,69,2022-12-26,3
1345,661,4,2022-10-30,2
1346,780,92,2021-10-03,4
1347,562,78,2022-01-24,2
1348,900,72,2022-12-23,2
1349,758,9,2022-03-20,4
1350,113,35,2022-03-03,1
1351,170,21,2021-02-26,1
1352,468,58,2022-11-28,2
1353,678,18,2022-07-20,4
1354,921,97,2022-12-22,1
1355,14,72,2022-01-03,3
1356,715,81,2021-12-08,2
1357,288,43,2021-10-31,1
1358,907,95,2022-01-09,4
1359,189,98,2021-04-22,4
1360,914,6,2021-01-06,2
1361,155,86,2022-12-04,4
1362,567,78,2021-10-06,3
1363,694,67,2022-01-17,3
1364,722,12,2021-01-13,1
1365,888,100,2021-10-30,4
1366,471,12,2022-07-10,3
1367,75,66,2022-09-09,2
1368,277,2,2021-06-09,4
1369,940,15,2021-06-03,1
1370,645,23,2021-06-30,2
1371,343,29,2022-06-10,2
1372,425,81,2021-06-29,2
1373,571,96,2022-01-12,3
1374,511,7,2021-06-17,2
1375,857,94,2021-08-02,3
1376,182,28,2021-05-30,2
1377,458,14,2021-01-16,3
1378,918,44,2021-04-01,4
1379,851,30,2021-04-30,3
1380,833,81,2021-09-10,3
1381,64,32,2021-03-01,4
1382,839,70,2021-09-23,2
1383,260,88,2022-02-13,4
1384,193,6,2021-01-31,2
1385,655,27,2021-01-21,3
1386,616,82,2022-08-16,2
1387,972,88,2021-10-16,3
1388,406,24,2022-06-27,2
1389,726,34,2022-05-13,3
1390,754,40,2022-04-19,3
1391,943,47,2022-02-09,1
1392,721,79,2022-07-02,2
1393,93,75,2021-05-12,2
1394,430,86,2021-11-20,1
1395,654,24,2021-05-12,3
1396,434,65,2022-06-05,3
1397,404,18,2021-01-30,1
1398,434,44,2022-09-19,1
1399,112,76,2021-10-28,4
1400,929,57,2021-01-04,3
1401,375,28,2021-11-21,4
1402,59,71,2022-05-24,2
1403,43,23,2021-08-25,4
1404,207,85,2022-06-19,1
1405,780,34,2021-01-16,1
1406,296,11,2022-06-18,1
1407,118,86,2022-08-07,1
1408,532,35,2022-03-22,4
1409,222,93,2022-05-18,4
1410,166,42,2021-08-18,4
1411,643,28,2021-04-17,1
1412,156,82,2022-12-21,1
1413,184,78,2022-01-24,3
1414,90,82,2022-12-21,3
1415,94,92,2021-09-20,1
1416,13,24,2022-07-17,3
1417,973,8,2021-03-06,2
1418,834,53,2021-09-22,2
1419,805,72,2021-12-04,1
1420,945,4,2021-10-28,4
1421,742,91,2022-01-13,2
1422,834,100,2021-06-24,2
1423,804,5,2021-06-01,4
1424,438,97,2022-04-21,3
1425,538,49,2021-09-23,4
1426,587,98,2021-11-25,3
1427,968,30,2021-06-12,3
1428,876,72,2022-03-14,4
1429,936,63,2021-12-09,3
1430,811,47,2022-01-02,2
1431,150,26,2022-04-10,1
1432,660,57,2021-07-18,3
1433,8,37,2022-05-15,2
1434,29,98,2021-01-16,4
1435,296,7,2021-10-23,3
1436,986,40,2022-05-26,2
1437,926,92,2021-08-27,3
1438,721,39,2022-08-04,4
1439,640,62,2021-10-28,1
1440,340,92,2021-01-06,3
1441,628,78,2021-08-08,1
1442,439,53,2022-03-29,3
1443,144,4,2022-03-09,3
1444,942,82,2022-01-21,4
1445,830,25,2022-09-11,3
1446,747,7,2021-10-22,2
1447,519,28,2021-04-28,2
1448,976,69,2022-02-09,1
1449,45,67,2022-11-11,1
1450,955,95,2022-08-17,2
1451,239,20,2022-07-20,1
1452,952,83,2021-01-12,1
1453,944,11,2021-07-28,2
1454,155,67,2021-06-14,2
1455,181,87,2021-10-21,2
1456,215,7,2022-06-03,4
1457,88,23,2021-03-19,4
1458,256,61,2022-03-10,2
1459,511,71,2022-07-31,3
1460,73,34,2022-09-06,2
1461,931,19,2022-11-14,4
1462,179,58,2021-03-18,1
1463,212,9,2021-02-17,3
1464,805,48,2021-03-23,3
1465,234,82,2022-12-22,1
1466,465,41,2021-07-28,3
1467,751,48,2022-03-21,1
1468,223,45,2022-08-19,4
1469,631,25,2022-06-06,3
1470,825,78,2021-01-29,3
1471,264,25,2021-10-31,1
1472,207,19,2022-04-10,1
1473,607,39,2022-05-17,4
1474,885,79,2022-03-22,1
1475,734,80,2022-09-20,1
1476,366,27,2022-05-05,4
1477,276,74,2022-03-04,2
1478,380,63,2022-07-13,2
1479,743,68,2021-12-25,1
1480,309,19,2021-04-01,4
1481,631,28,2021-02-22,2
1482,268,85,2022-12-31,4
1483,945,78,2022-08-12,1
1484,785,33,2021-07-23,1
1485,64,10,2022-07-10,4
1486,810,83,2021-06-05,3
1487,350,30,2021-01-02,1
1488,925,22,2021-12-23,1
1489,915,3,2022-07-23,1
1490,494,82,2021-02-27,1
1491,523,75,2021-09-11,4
1492,98,48,2021-06-29,4
1493,946,2,2022-05-08,4
1494,71,76,2022-10-31,4
1495,364,54,2021-02-04,3
1496,570,6,2021-03-16,4
1497,802,40,2021-10-16,4
1498,763,93,2022-01-06,1
1499,276,94,2022-08-10,3
1500,50,2,2021-11-25,1
1501,358,73,2022-08-13,3
1502,728,2,2021-10-31,2
1503,906,93,2022-08-02,3
1504,928,97,2021-08-09,3
1505,564,74,2021-06-13,1
1506,783,98,2022-04-25,3
1507,485,55,2022-03-31,3
1508,84,72,2022-01-10,1
1509,899,60,2021-08-08,2
1510,805,97,2022-11-15,2
1511,638,6,2021-09-11,2
1512,808,19,2022-12-23,3
1513,584,96,2021-07-07,1
1514,296,27,2021-07-10,2
1515,236,1,2022-01-24,2
1516,56,33,2021-08-03,2
1517,919,40,2022-01-10,2
1518,360,32,2021-03-27,1
1519,907,69,2022-04-19,2
1520,110,17,2022-09-10,3
1521,192,8,2022-06-15,3
1522,904,57,2021-02-16,1
1523,93,42,2021-03-06,4
1524,862,98,2022-04-20,2
1525,568,9,2021-05-26,2
1526,60,87,2022-01-17,3
1527,650,35,2021-03-07,1
1528,39,71,2022-06-01,4
1529,540,79,2021-04-03,3
1530,49,53,2022-03-02,4
1531,420,54,2022-04-13,1
1532,637,84,2021-04-04,1
1533,13,25,2022-09-10,1
1534,992,67,2021-05-13,3
1535,36,62,2022-03-10,1
1536,101,55,2021-12-07,3
1537,794,46,2021-11-10,3
1538,86,24,2022-08-14,2
1539,516,98,2021-07-31,3
1540,223,46,2022-06-04,3
1541,338,22,2021-06-08,2
1542,960,11,2021-09-25,4
1543,166,48,2022-10-23,2
1544,383,8,2022-08-26,2
1545,856,39,2022-04-19,1
1546,895,35,2022-02-14,1
1547,376,49,2022-04-19,2
1548,471,46,2021-12-22,1
1549,790,38,2022-11-11,2
1550,642,8,2021-07-12,1
1551,31,54,2022-11-30,3
1552,375,37,2021-09-28,1
1553,11,91,2021-04-24,1
1554,988,92,2022-06-07,3
1555,302,40,2021-02-24,2
1556,96,34,2021-03-06,1
1557,190,96,2022-11-15,1
1558,453,79,2021-09-29,3
1559,192,17,2022-05-17,3
1560,486,33,2022-10-24,3
1561,266,47,2021-12-28,4
1562,424,52,2021-05-26,3
1563,128,80,2021-07-28,2
1564,238,93,2021-10-13,1
1565,920,9,2021-01-10,1
1566,355,33,2021-07-05,4
1567,940,60,2022-07-28,1
1568,112,93,2022-08-20,1
1569,828,77,2022-04-09,2
1570,446,21,2021-05-14,1
1571,343,58,2021-06-20,2
1572,145,85,2021-08-01,4
1573,65,69,2022-06-14,2
1574,247,10,2022-05-17,3
1575,735,6,2022-07-26,3
1576,991,13,2022-08-23,4
1577,490,65,2021-01-27,1
1578,825,20,2021-03-09,2
1579,439,57,2022-02-12,3
1580,106,46,2022-07-06,2
1581,181,8,2021-04-19,3
1582,184,10,2021-03-15,2
1583,226,73,2022-08-01,1
1584,777,67,2022-11-11,4
1585,790,11,2021-09-19,1
1586,909,12,2022-01-03,2
1587,89,10,2021-08-25,3
1588,688,25,2022-12-28,3
1589,530,49,2022-01-01,4
1590,371,49,2021-10-13,1
1591,972,89,2022-01-13,1
1592,936,11,2022-10-23,1
1593,913,62,2022-01-11,3
1594,399,36,2022-09-11,4
1595,106,39,2022-10-15,3
1596,271,53,2021-03-17,1
1597,975,90,2021-01-09,2
1598,831,78,2021-07-15,3
1599,503,56,2022-09-22,4
1600,679,1,2021-10-17,1
1601,525,56,2021-03-02,2
1602,849,4,2022-01-24,3
1603,32,30,2022-07-17,2
1604,393,12,2022-07-18,2
1605,40,35,2022-09-26,4
1606,660,77,2022-11-10,3
1607,218,52,2021-01-08,4
1608,731,31,2022-01-04,1
1609,981,87,2021-02-14,2
1610,82,68,2021-12-10,4
1611,845,52,2022-01-10,4
1612,720,80,2022-09-11,1
1613,201,7,2021-01-27,3
1614,447,22,2021-07-12,4
1615,844,93,2021-12-23,2
1616,428,75,2021-03-03,2
1617,38,56,2021-03-03,2
1618,211,97,2022-02-26,2
1619,444,58,2022-09-25,4
1620,327,93,2022-07-05,2
1621,761,64,2022-01-15,4
1622,227,12,2021-10-04,3
1623,48,7,2022-08-29,2
1624,18,55,2022-03-07,3
1625,912,62,2021-04-25,4
1626,439,90,2022-11-19,1
1627,807,73,2021-05-01,3
1628,708,98,2022-06-09,2
1629,187,77,2022-02-20,1
1630,345,55,2021-06-12,3
1631,224,36,2022-11-19,4
1632,830,89,2021-12-03,4
1633,488,24,2022-01-14,4
1634,909,44,2021-11-20,3
1635,877,17,2021-06-22,4
1636,849,2,2021-03-05,3
1637,229,13,2021-04-11,2
1638,390,31,2021-11-18,2
1639,979,93,2021-03-07,3
1640,589,28,2022-07-11,3
1641,188,60,2022-08-22,1
1642,858,27,2022-04-03,4
1643,270,15,2022-08-02,2
1644,607,95,2022-03-29,2
1645,310,79,2021-09-16,1
1646,132,33,2022-12-18,3
1647,551,20,2022-03-02,3
1648,72,42,2021-06-27,1
1649,793,12,2021-10-07,4
1650,845,73,2021-12-10,3
1651,672,23,2021-01-17,3
1652,187,72,2021-10-23,4
1653,486,96,2021-07-21,4
1654,191,14,2022-11-15,1
1655,422,91,2021-07-13,1
1656,120,25,2021-05-29,1
1657,220,77,2022-01-10,3
1658,53,85,2021-02-04,1
1659,734,31,2022-01-04,3
1660,451,54,2021-01-29,2
1661,412,5,2021-08-09,4
1662,643,13,2021-02-22,4
1663,237,28,2021-12-19,2
1664,758,43,2022-01-27,1
1665,738,89,2021-03-17,3
1666,720,99,2022-05-09,3
1667,406,47,2022-11-19,3
1668,608,71,2022-06-06,4
1669,422,38,2021-04-27,1
1670,712,96,2021-10-07,3
1671,247,67,2022-12-31,3
1672,72,62,2021-06-24,3
1673,830,39,2021-10-22,2
1674,185,37,2022-03-27,3
1675,6,86,2022-06-02,2
1676,206,8,2021-01-21,3
1677,544,81,2021-03-14,3
1678,611,52,2021-02-05,3
1679,906,91,2022-05-22,2
1680,387,33,2021-08-21,3
1681,768,81,2022-12-29,1
1682,699,42,2022-05-12,3
1683,76,76,2021-07-25,2
1684,177,27,2022-03-02,2
1685,827,8,2021-02-13,1
1686,799,23,2021-04-01,4
1687,349,64,2022-04-15,1
1688,255,93,2022-08-28,1
1689,837,20,2022-04-12,2
1690,702,16,2022-03-30,3
1691,308,17,2022-08-18,3
1692,345,80,2021-11-29,4
1693,127,19,2022-05-22,4
1694,937,8,2022-04-15,4
1695,287,38,2021-01-21,4
1696,766,38,2021-08-16,1
1697,725,53,2022-01-11,1
1698,762,93,2021-05-10,3
1699,596,100,2022-11-18,1
1700,487,90,2022-09-12,3
1701,383,31,2022-02-18,3
1702,406,44,2021-03-12,3
1703,388,60,2022-02-08,3
1704,525,76,2022-07-16,2
1705,557,17,2022-08-30,3
1706,639,79,2022-02-01,1
1707,938,73,2021-12-03,1
1708,626,39,2022-10-06,1
1709,945,42,2022-05-20,1
1710,276,48,2021-10-03,2
1711,500,12,2021-01-13,4
1712,717,96,2021-01-03,4
1713,337,89,2021-08-12,3
1714,950,18,2021-06-24,3
1715,932,79,2022-01-20,1
1716,481,96,2022-08-25,1
1717,897,6,2021-08-29,4
1718,911,43,2022-07-01,4
1719,973,35,2021-01-14,1
1720,273,98,2021-07-14,3
1721,920,54,2022-02-01,2
1722,58,62,2022-03-07,2
1723,328,69,2021-11-02,4
1724,731,82,2021-11-30,4
1725,109,16,2022-12-26,4
1726,279,8,2022-02-14,2
1727,686,89,2021-01-03,2
1728,328,96,2022-11-22,1
1729,776,90,2022-07-06,3
1730,315,86,2022-03-28,4
1731,474,31,2022-11-07,1
1732,111,10,2022-05-10,2
1733,699,56,2022-02-21,1
1734,781,76,2022-01-26,2
1735,935,92,2022-01-08,3
1736,229,70,2022-09-20,2
1737,497,20,2021-02-21,1
1738,156,5,2022-01-11,3
1739,473,23,2022-01-30,2
1740,701,9,2021-05-22,4
1741,272,58,2021-03-27,2
1742,887,59,2022-04-09,3
1743,2,93,2021-02-15,1
1744,758,80,2021-08-26,3
1745,722,54,2021-01-10,1
1746,511,46,2022-10-26,2
1747,913,22,2022-07-27,2
1748,286,64,2022-06-14,3
1749,871,8,2022-08-21,4
1750,13,20,2022-10-11,2
1751,608,51,2022-10-02,4
1752,498,78,2022-09-08,4
1753,733,39,2022-11-29,3
1754,238,37,2021-06-27,2
1755,94,50,2021-01-06,4
1756,338,34,2021-11-03,2
1757,781,75,2022-07-02,1
1758,171,33,2021-11-23,4
1759,981,31,2021-12-22,3
1760,606,54,2022-01-30,3
1761,661,44,2021-10-27,4
1762,624,34,2022-06-10,2
1763,567,71,2021-10-12,1
1764,849,62,2021-11-26,1
1765,936,23,2021-02-19,3
1766,467,46,2022-09-14,3
1767,628,56,2022-12-10,2
1768,143,7,2022-01-13,3
1769,201,89,2022-08-23,2
1770,180,61,2022-06-22,4
1771,714,3,2021-05-24,1
1772,364,38,2021-03-01,4
1773,479,84,2021-03-16,3
1774,565,34,2021-01-03,1
1775,471,44,2022-07-29,1
1776,384,30,2022-03-24,4
1777,692,17,2021-10-02,2
1778,926,59,2022-06-14,1
1779,417,10,2022-08-15,2
1780,825,99,2021-08-03,4
1781,308,84,2022-11-14,4
1782,649,18,2022-04-30,2
1783,694,45,2021-11-25,4
1784,367,91,2021-09-12,1
1785,1,59,2022-01-22,4
1786,44,62,2021-05-06,4
1787,739,59,2022-08-07,1
1788,843,49,2022-07-04,2
1789,98,100,2021-11-20,4
1790,720,63,2021-07-23,2
1791,265,87,2021-06-21,1
1792,800,32,2021-08-05,2
1793,783,10,2021-09-02,2
1794,140,11,2021-12-02,3
1795,481,70,2022-12-04,3
1796,237,62,2021-10-25,4
1797,974,47,2021-07-01,3
1798,953,34,2021-11-30,3
1799,904,100,2022-05-26,3
1800,72,17,2022-01-18,2
1801,667,54,2022-12-18,2
1802,190,76,2021-07-18,3
1803,268,85,2021-11-28,1
1804,321,40,2021-06-14,3
1805,107,19,2021-08-30,1
1806,232,67,2022-10-04,2
